X,Z,Yard Line Reference,Side,Position Description
3.125,11.25,0,2,"S2, 2 steps inside 0 yard line, 5 steps behind front sideline"
3.125,11.875,0,2,"S2, 3 steps inside 0 yard line, 5 steps behind front sideline"
3.125,12.5,5,2,"S2, 4 steps outside 5 yard line, 5 steps behind front sideline"
3.125,13.125,5,2,"S2, 3 steps outside 5 yard line, 5 steps behind front sideline"
3.125,13.75,5,2,"S2, 2 steps outside 5 yard line, 5 steps behind front sideline"
3.125,14.375,5,2,"S2, 1 steps outside 5 yard line, 5 steps behind front sideline"
3.125,15,5,2,"S2, On 5 yard line, 5 steps behind front sideline"
3.125,15.625,5,2,"S2, 1 steps inside 5 yard line, 5 steps behind front sideline"
3.125,16.25,5,2,"S2, 2 steps inside 5 yard line, 5 steps behind front sideline"
3.125,16.875,5,2,"S2, 3 steps inside 5 yard line, 5 steps behind front sideline"
3.125,17.5,10,2,"S2, 4 steps outside 10 yard line, 5 steps behind front sideline"
3.125,18.125,10,2,"S2, 3 steps outside 10 yard line, 5 steps behind front sideline"
3.125,18.75,10,2,"S2, 2 steps outside 10 yard line, 5 steps behind front sideline"
3.125,19.375,10,2,"S2, 1 steps outside 10 yard line, 5 steps behind front sideline"
3.125,20,10,2,"S2, On 10 yard line, 5 steps behind front sideline"
3.125,20.625,10,2,"S2, 1 steps inside 10 yard line, 5 steps behind front sideline"
3.125,21.25,10,2,"S2, 2 steps inside 10 yard line, 5 steps behind front sideline"
3.125,21.875,10,2,"S2, 3 steps inside 10 yard line, 5 steps behind front sideline"
3.125,22.5,15,2,"S2, 4 steps outside 15 yard line, 5 steps behind front sideline"
3.125,23.125,15,2,"S2, 3 steps outside 15 yard line, 5 steps behind front sideline"
3.125,23.75,15,2,"S2, 2 steps outside 15 yard line, 5 steps behind front sideline"
3.125,24.375,15,2,"S2, 1 steps outside 15 yard line, 5 steps behind front sideline"
3.125,25,15,2,"S2, On 15 yard line, 5 steps behind front sideline"
3.125,25.625,15,2,"S2, 1 steps inside 15 yard line, 5 steps behind front sideline"
3.125,26.25,15,2,"S2, 2 steps inside 15 yard line, 5 steps behind front sideline"
3.125,26.875,15,2,"S2, 3 steps inside 15 yard line, 5 steps behind front sideline"
3.125,27.5,20,2,"S2, 4 steps outside 20 yard line, 5 steps behind front sideline"
3.125,28.125,20,2,"S2, 3 steps outside 20 yard line, 5 steps behind front sideline"
3.125,28.75,20,2,"S2, 2 steps outside 20 yard line, 5 steps behind front sideline"
3.125,29.375,20,2,"S2, 1 steps outside 20 yard line, 5 steps behind front sideline"
3.125,30,20,2,"S2, On 20 yard line, 5 steps behind front sideline"
3.125,30.625,20,2,"S2, 1 steps inside 20 yard line, 5 steps behind front sideline"
3.125,31.25,20,2,"S2, 2 steps inside 20 yard line, 5 steps behind front sideline"
3.125,31.875,20,2,"S2, 3 steps inside 20 yard line, 5 steps behind front sideline"
3.125,32.5,25,2,"S2, 4 steps outside 25 yard line, 5 steps behind front sideline"
3.125,33.125,25,2,"S2, 3 steps outside 25 yard line, 5 steps behind front sideline"
3.125,33.75,25,2,"S2, 2 steps outside 25 yard line, 5 steps behind front sideline"
3.125,34.375,25,2,"S2, 1 steps outside 25 yard line, 5 steps behind front sideline"
3.125,35,25,2,"S2, On 25 yard line, 5 steps behind front sideline"
3.125,35.625,25,2,"S2, 1 steps inside 25 yard line, 5 steps behind front sideline"
3.125,36.25,25,2,"S2, 2 steps inside 25 yard line, 5 steps behind front sideline"
3.125,36.875,25,2,"S2, 3 steps inside 25 yard line, 5 steps behind front sideline"
3.125,37.5,30,2,"S2, 4 steps outside 30 yard line, 5 steps behind front sideline"
3.125,38.125,30,2,"S2, 3 steps outside 30 yard line, 5 steps behind front sideline"
3.125,38.75,30,2,"S2, 2 steps outside 30 yard line, 5 steps behind front sideline"
3.125,39.375,30,2,"S2, 1 steps outside 30 yard line, 5 steps behind front sideline"
3.125,40,30,2,"S2, On 30 yard line, 5 steps behind front sideline"
3.125,40.625,30,2,"S2, 1 steps inside 30 yard line, 5 steps behind front sideline"
3.125,41.25,30,2,"S2, 2 steps inside 30 yard line, 5 steps behind front sideline"
3.125,41.875,30,2,"S2, 3 steps inside 30 yard line, 5 steps behind front sideline"
3.125,42.5,35,2,"S2, 4 steps outside 35 yard line, 5 steps behind front sideline"
3.125,43.125,35,2,"S2, 3 steps outside 35 yard line, 5 steps behind front sideline"
3.125,43.75,35,2,"S2, 2 steps outside 35 yard line, 5 steps behind front sideline"
3.125,44.375,35,2,"S2, 1 steps outside 35 yard line, 5 steps behind front sideline"
3.125,45,35,2,"S2, On 35 yard line, 5 steps behind front sideline"
3.125,45.625,35,2,"S2, 1 steps inside 35 yard line, 5 steps behind front sideline"
3.125,46.25,35,2,"S2, 2 steps inside 35 yard line, 5 steps behind front sideline"
3.125,46.875,35,2,"S2, 3 steps inside 35 yard line, 5 steps behind front sideline"
3.125,47.5,40,2,"S2, 4 steps outside 40 yard line, 5 steps behind front sideline"
3.125,48.125,40,2,"S2, 3 steps outside 40 yard line, 5 steps behind front sideline"
3.125,48.75,40,2,"S2, 2 steps outside 40 yard line, 5 steps behind front sideline"
3.125,49.375,40,2,"S2, 1 steps outside 40 yard line, 5 steps behind front sideline"
3.125,50,40,2,"S2, On 40 yard line, 5 steps behind front sideline"
3.125,50.625,40,2,"S2, 1 steps inside 40 yard line, 5 steps behind front sideline"
3.125,51.25,40,2,"S2, 2 steps inside 40 yard line, 5 steps behind front sideline"
3.125,51.875,40,2,"S2, 3 steps inside 40 yard line, 5 steps behind front sideline"
3.125,52.5,45,2,"S2, 4 steps outside 45 yard line, 5 steps behind front sideline"
3.125,53.125,45,2,"S2, 3 steps outside 45 yard line, 5 steps behind front sideline"
3.125,53.75,45,2,"S2, 2 steps outside 45 yard line, 5 steps behind front sideline"
3.125,54.375,45,2,"S2, 1 steps outside 45 yard line, 5 steps behind front sideline"
3.125,55,45,2,"S2, On 45 yard line, 5 steps behind front sideline"
3.125,55.625,45,2,"S2, 1 steps inside 45 yard line, 5 steps behind front sideline"
3.125,56.25,45,2,"S2, 2 steps inside 45 yard line, 5 steps behind front sideline"
3.125,56.875,45,2,"S2, 3 steps inside 45 yard line, 5 steps behind front sideline"
3.125,57.5,50,2,"S2, 4 steps outside 50 yard line, 5 steps behind front sideline"
3.125,58.125,50,2,"S2, 3 steps outside 50 yard line, 5 steps behind front sideline"
3.125,58.75,50,2,"S2, 2 steps outside 50 yard line, 5 steps behind front sideline"
3.125,59.375,50,2,"S2, 1 steps outside 50 yard line, 5 steps behind front sideline"
3.125,60,50,1,"S1, On 50 yard line, 5 steps behind front sideline"
3.125,60.625,50,1,"S1, 1 steps outside 50 yard line, 5 steps behind front sideline"
3.125,61.25,50,1,"S1, 2 steps outside 50 yard line, 5 steps behind front sideline"
3.125,61.875,50,1,"S1, 3 steps outside 50 yard line, 5 steps behind front sideline"
3.125,62.5,50,1,"S1, 4 steps outside 50 yard line, 5 steps behind front sideline"
3.125,63.125,45,1,"S1, 3 steps inside 45 yard line, 5 steps behind front sideline"
3.125,63.75,45,1,"S1, 2 steps inside 45 yard line, 5 steps behind front sideline"
3.125,64.375,45,1,"S1, 1 steps inside 45 yard line, 5 steps behind front sideline"
3.125,65,45,1,"S1, On 45 yard line, 5 steps behind front sideline"
3.125,65.625,45,1,"S1, 1 steps outside 45 yard line, 5 steps behind front sideline"
3.125,66.25,45,1,"S1, 2 steps outside 45 yard line, 5 steps behind front sideline"
3.125,66.875,45,1,"S1, 3 steps outside 45 yard line, 5 steps behind front sideline"
3.125,67.5,45,1,"S1, 4 steps outside 45 yard line, 5 steps behind front sideline"
3.125,68.125,40,1,"S1, 3 steps inside 40 yard line, 5 steps behind front sideline"
3.125,68.75,40,1,"S1, 2 steps inside 40 yard line, 5 steps behind front sideline"
3.125,69.375,40,1,"S1, 1 steps inside 40 yard line, 5 steps behind front sideline"
3.125,70,40,1,"S1, On 40 yard line, 5 steps behind front sideline"
3.125,70.625,40,1,"S1, 1 steps outside 40 yard line, 5 steps behind front sideline"
3.125,71.25,40,1,"S1, 2 steps outside 40 yard line, 5 steps behind front sideline"
3.125,71.875,40,1,"S1, 3 steps outside 40 yard line, 5 steps behind front sideline"
3.125,72.5,40,1,"S1, 4 steps outside 40 yard line, 5 steps behind front sideline"
3.125,73.125,35,1,"S1, 3 steps inside 35 yard line, 5 steps behind front sideline"
3.125,73.75,35,1,"S1, 2 steps inside 35 yard line, 5 steps behind front sideline"
3.125,74.375,35,1,"S1, 1 steps inside 35 yard line, 5 steps behind front sideline"
3.125,75,35,1,"S1, On 35 yard line, 5 steps behind front sideline"
3.125,75.625,35,1,"S1, 1 steps outside 35 yard line, 5 steps behind front sideline"
3.125,76.25,35,1,"S1, 2 steps outside 35 yard line, 5 steps behind front sideline"
3.125,76.875,35,1,"S1, 3 steps outside 35 yard line, 5 steps behind front sideline"
3.125,77.5,35,1,"S1, 4 steps outside 35 yard line, 5 steps behind front sideline"
3.125,78.125,30,1,"S1, 3 steps inside 30 yard line, 5 steps behind front sideline"
3.125,78.75,30,1,"S1, 2 steps inside 30 yard line, 5 steps behind front sideline"
3.125,79.375,30,1,"S1, 1 steps inside 30 yard line, 5 steps behind front sideline"
3.125,80,30,1,"S1, On 30 yard line, 5 steps behind front sideline"
3.125,80.625,30,1,"S1, 1 steps outside 30 yard line, 5 steps behind front sideline"
3.125,81.25,30,1,"S1, 2 steps outside 30 yard line, 5 steps behind front sideline"
3.125,81.875,30,1,"S1, 3 steps outside 30 yard line, 5 steps behind front sideline"
3.125,82.5,30,1,"S1, 4 steps outside 30 yard line, 5 steps behind front sideline"
3.125,83.125,25,1,"S1, 3 steps inside 25 yard line, 5 steps behind front sideline"
3.125,83.75,25,1,"S1, 2 steps inside 25 yard line, 5 steps behind front sideline"
3.125,84.375,25,1,"S1, 1 steps inside 25 yard line, 5 steps behind front sideline"
3.125,85,25,1,"S1, On 25 yard line, 5 steps behind front sideline"
3.125,85.625,25,1,"S1, 1 steps outside 25 yard line, 5 steps behind front sideline"
3.125,86.25,25,1,"S1, 2 steps outside 25 yard line, 5 steps behind front sideline"
3.125,86.875,25,1,"S1, 3 steps outside 25 yard line, 5 steps behind front sideline"
3.125,87.5,25,1,"S1, 4 steps outside 25 yard line, 5 steps behind front sideline"
3.125,88.125,20,1,"S1, 3 steps inside 20 yard line, 5 steps behind front sideline"
3.125,88.75,20,1,"S1, 2 steps inside 20 yard line, 5 steps behind front sideline"
3.125,89.375,20,1,"S1, 1 steps inside 20 yard line, 5 steps behind front sideline"
3.125,90,20,1,"S1, On 20 yard line, 5 steps behind front sideline"
3.125,90.625,20,1,"S1, 1 steps outside 20 yard line, 5 steps behind front sideline"
3.125,91.25,20,1,"S1, 2 steps outside 20 yard line, 5 steps behind front sideline"
3.125,91.875,20,1,"S1, 3 steps outside 20 yard line, 5 steps behind front sideline"
3.125,92.5,20,1,"S1, 4 steps outside 20 yard line, 5 steps behind front sideline"
3.125,93.125,15,1,"S1, 3 steps inside 15 yard line, 5 steps behind front sideline"
3.125,93.75,15,1,"S1, 2 steps inside 15 yard line, 5 steps behind front sideline"
3.125,94.375,15,1,"S1, 1 steps inside 15 yard line, 5 steps behind front sideline"
3.125,95,15,1,"S1, On 15 yard line, 5 steps behind front sideline"
3.125,95.625,15,1,"S1, 1 steps outside 15 yard line, 5 steps behind front sideline"
3.125,96.25,15,1,"S1, 2 steps outside 15 yard line, 5 steps behind front sideline"
3.125,96.875,15,1,"S1, 3 steps outside 15 yard line, 5 steps behind front sideline"
3.125,97.5,15,1,"S1, 4 steps outside 15 yard line, 5 steps behind front sideline"
3.125,98.125,10,1,"S1, 3 steps inside 10 yard line, 5 steps behind front sideline"
3.125,98.75,10,1,"S1, 2 steps inside 10 yard line, 5 steps behind front sideline"
3.125,99.375,10,1,"S1, 1 steps inside 10 yard line, 5 steps behind front sideline"
3.125,100,10,1,"S1, On 10 yard line, 5 steps behind front sideline"
3.125,100.625,10,1,"S1, 1 steps outside 10 yard line, 5 steps behind front sideline"
3.125,101.25,10,1,"S1, 2 steps outside 10 yard line, 5 steps behind front sideline"
3.125,101.875,10,1,"S1, 3 steps outside 10 yard line, 5 steps behind front sideline"
3.125,102.5,10,1,"S1, 4 steps outside 10 yard line, 5 steps behind front sideline"
3.125,103.125,5,1,"S1, 3 steps inside 5 yard line, 5 steps behind front sideline"
3.125,103.75,5,1,"S1, 2 steps inside 5 yard line, 5 steps behind front sideline"
3.125,104.375,5,1,"S1, 1 steps inside 5 yard line, 5 steps behind front sideline"
3.125,105,5,1,"S1, On 5 yard line, 5 steps behind front sideline"
3.125,105.625,5,1,"S1, 1 steps outside 5 yard line, 5 steps behind front sideline"
3.125,106.25,5,1,"S1, 2 steps outside 5 yard line, 5 steps behind front sideline"
3.125,106.875,5,1,"S1, 3 steps outside 5 yard line, 5 steps behind front sideline"
3.125,107.5,5,1,"S1, 4 steps outside 5 yard line, 5 steps behind front sideline"
3.125,108.125,0,1,"S1, 3 steps inside 0 yard line, 5 steps behind front sideline"
3.125,108.75,0,1,"S1, 2 steps inside 0 yard line, 5 steps behind front sideline"
3.125,109.375,0,1,"S1, 1 steps inside 0 yard line, 5 steps behind front sideline"
3.125,110,0,1,"S1, On the 0 yard line, 5 steps behind front sideline"
3.125,110.625,0,1,"S1, 1 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,111.25,0,1,"S1, 2 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,111.875,0,1,"S1, 3 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,112.5,0,1,"S1, 4 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,113.125,0,1,"S1, 5 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,113.75,0,1,"S1, 6 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,114.375,0,1,"S1, 7 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,115,0,1,"S1, 8 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,115.625,0,1,"S1, 9 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,116.25,0,1,"S1, 10 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,116.875,0,1,"S1, 11 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,117.5,0,1,"S1, 12 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,118.125,0,1,"S1, 13 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,118.75,0,1,"S1, 14 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,119.375,0,1,"S1, 15 steps outside the 0 yard line, 5 steps behind front sideline"
3.125,120,0,1,"S1, 16 steps outside the 0 yard line, 5 steps behind front sideline"
3.75,0,0,2,"S2, 16 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,0.625,0,2,"S2, 15 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,1.25,0,2,"S2, 14 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,1.875,0,2,"S2, 13 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,2.5,0,2,"S2, 12 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,3.125,0,2,"S2, 11 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,3.75,0,2,"S2, 10 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,4.375,0,2,"S2, 9 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,5,0,2,"S2, 8 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,5.625,0,2,"S2, 7 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,6.25,0,2,"S2, 6 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,6.875,0,2,"S2, 5 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,7.5,0,2,"S2, 4 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,8.125,0,2,"S2, 3 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,8.75,0,2,"S2, 2 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,9.375,0,2,"S2, 1 steps outside the 0 yard line, 6 steps behind front sideline"
3.75,10,0,2,"S2, On the 0 yard line, 6 steps behind front sideline"
3.75,10.625,0,2,"S2, 1 steps inside 0 yard line, 6 steps behind front sideline"
3.75,11.25,0,2,"S2, 2 steps inside 0 yard line, 6 steps behind front sideline"
3.75,11.875,0,2,"S2, 3 steps inside 0 yard line, 6 steps behind front sideline"
3.75,12.5,5,2,"S2, 4 steps outside 5 yard line, 6 steps behind front sideline"
3.75,13.125,5,2,"S2, 3 steps outside 5 yard line, 6 steps behind front sideline"
3.75,13.75,5,2,"S2, 2 steps outside 5 yard line, 6 steps behind front sideline"
3.75,14.375,5,2,"S2, 1 steps outside 5 yard line, 6 steps behind front sideline"
3.75,15,5,2,"S2, On 5 yard line, 6 steps behind front sideline"
3.75,15.625,5,2,"S2, 1 steps inside 5 yard line, 6 steps behind front sideline"
3.75,16.25,5,2,"S2, 2 steps inside 5 yard line, 6 steps behind front sideline"
3.75,16.875,5,2,"S2, 3 steps inside 5 yard line, 6 steps behind front sideline"
3.75,17.5,10,2,"S2, 4 steps outside 10 yard line, 6 steps behind front sideline"
3.75,18.125,10,2,"S2, 3 steps outside 10 yard line, 6 steps behind front sideline"
3.75,18.75,10,2,"S2, 2 steps outside 10 yard line, 6 steps behind front sideline"
3.75,19.375,10,2,"S2, 1 steps outside 10 yard line, 6 steps behind front sideline"
3.75,20,10,2,"S2, On 10 yard line, 6 steps behind front sideline"
3.75,20.625,10,2,"S2, 1 steps inside 10 yard line, 6 steps behind front sideline"
3.75,21.25,10,2,"S2, 2 steps inside 10 yard line, 6 steps behind front sideline"
3.75,21.875,10,2,"S2, 3 steps inside 10 yard line, 6 steps behind front sideline"
3.75,22.5,15,2,"S2, 4 steps outside 15 yard line, 6 steps behind front sideline"
3.75,23.125,15,2,"S2, 3 steps outside 15 yard line, 6 steps behind front sideline"
3.75,23.75,15,2,"S2, 2 steps outside 15 yard line, 6 steps behind front sideline"
3.75,24.375,15,2,"S2, 1 steps outside 15 yard line, 6 steps behind front sideline"
3.75,25,15,2,"S2, On 15 yard line, 6 steps behind front sideline"
3.75,25.625,15,2,"S2, 1 steps inside 15 yard line, 6 steps behind front sideline"
3.75,26.25,15,2,"S2, 2 steps inside 15 yard line, 6 steps behind front sideline"
3.75,26.875,15,2,"S2, 3 steps inside 15 yard line, 6 steps behind front sideline"
3.75,27.5,20,2,"S2, 4 steps outside 20 yard line, 6 steps behind front sideline"
3.75,28.125,20,2,"S2, 3 steps outside 20 yard line, 6 steps behind front sideline"
3.75,28.75,20,2,"S2, 2 steps outside 20 yard line, 6 steps behind front sideline"
3.75,29.375,20,2,"S2, 1 steps outside 20 yard line, 6 steps behind front sideline"
3.75,30,20,2,"S2, On 20 yard line, 6 steps behind front sideline"
3.75,30.625,20,2,"S2, 1 steps inside 20 yard line, 6 steps behind front sideline"
3.75,31.25,20,2,"S2, 2 steps inside 20 yard line, 6 steps behind front sideline"
3.75,31.875,20,2,"S2, 3 steps inside 20 yard line, 6 steps behind front sideline"
3.75,32.5,25,2,"S2, 4 steps outside 25 yard line, 6 steps behind front sideline"
3.75,33.125,25,2,"S2, 3 steps outside 25 yard line, 6 steps behind front sideline"
3.75,33.75,25,2,"S2, 2 steps outside 25 yard line, 6 steps behind front sideline"
3.75,34.375,25,2,"S2, 1 steps outside 25 yard line, 6 steps behind front sideline"
3.75,35,25,2,"S2, On 25 yard line, 6 steps behind front sideline"
3.75,35.625,25,2,"S2, 1 steps inside 25 yard line, 6 steps behind front sideline"
3.75,36.25,25,2,"S2, 2 steps inside 25 yard line, 6 steps behind front sideline"
3.75,36.875,25,2,"S2, 3 steps inside 25 yard line, 6 steps behind front sideline"
3.75,37.5,30,2,"S2, 4 steps outside 30 yard line, 6 steps behind front sideline"
3.75,38.125,30,2,"S2, 3 steps outside 30 yard line, 6 steps behind front sideline"
3.75,38.75,30,2,"S2, 2 steps outside 30 yard line, 6 steps behind front sideline"
3.75,39.375,30,2,"S2, 1 steps outside 30 yard line, 6 steps behind front sideline"
3.75,40,30,2,"S2, On 30 yard line, 6 steps behind front sideline"
3.75,40.625,30,2,"S2, 1 steps inside 30 yard line, 6 steps behind front sideline"
3.75,41.25,30,2,"S2, 2 steps inside 30 yard line, 6 steps behind front sideline"
3.75,41.875,30,2,"S2, 3 steps inside 30 yard line, 6 steps behind front sideline"
3.75,42.5,35,2,"S2, 4 steps outside 35 yard line, 6 steps behind front sideline"
3.75,43.125,35,2,"S2, 3 steps outside 35 yard line, 6 steps behind front sideline"
3.75,43.75,35,2,"S2, 2 steps outside 35 yard line, 6 steps behind front sideline"
3.75,44.375,35,2,"S2, 1 steps outside 35 yard line, 6 steps behind front sideline"
3.75,45,35,2,"S2, On 35 yard line, 6 steps behind front sideline"
3.75,45.625,35,2,"S2, 1 steps inside 35 yard line, 6 steps behind front sideline"
3.75,46.25,35,2,"S2, 2 steps inside 35 yard line, 6 steps behind front sideline"
3.75,46.875,35,2,"S2, 3 steps inside 35 yard line, 6 steps behind front sideline"
3.75,47.5,40,2,"S2, 4 steps outside 40 yard line, 6 steps behind front sideline"
3.75,48.125,40,2,"S2, 3 steps outside 40 yard line, 6 steps behind front sideline"
3.75,48.75,40,2,"S2, 2 steps outside 40 yard line, 6 steps behind front sideline"
3.75,49.375,40,2,"S2, 1 steps outside 40 yard line, 6 steps behind front sideline"
3.75,50,40,2,"S2, On 40 yard line, 6 steps behind front sideline"
3.75,50.625,40,2,"S2, 1 steps inside 40 yard line, 6 steps behind front sideline"
3.75,51.25,40,2,"S2, 2 steps inside 40 yard line, 6 steps behind front sideline"
3.75,51.875,40,2,"S2, 3 steps inside 40 yard line, 6 steps behind front sideline"
3.75,52.5,45,2,"S2, 4 steps outside 45 yard line, 6 steps behind front sideline"
3.75,53.125,45,2,"S2, 3 steps outside 45 yard line, 6 steps behind front sideline"
3.75,53.75,45,2,"S2, 2 steps outside 45 yard line, 6 steps behind front sideline"
3.75,54.375,45,2,"S2, 1 steps outside 45 yard line, 6 steps behind front sideline"
3.75,55,45,2,"S2, On 45 yard line, 6 steps behind front sideline"
3.75,55.625,45,2,"S2, 1 steps inside 45 yard line, 6 steps behind front sideline"
3.75,56.25,45,2,"S2, 2 steps inside 45 yard line, 6 steps behind front sideline"
3.75,56.875,45,2,"S2, 3 steps inside 45 yard line, 6 steps behind front sideline"
3.75,57.5,50,2,"S2, 4 steps outside 50 yard line, 6 steps behind front sideline"
3.75,58.125,50,2,"S2, 3 steps outside 50 yard line, 6 steps behind front sideline"
3.75,58.75,50,2,"S2, 2 steps outside 50 yard line, 6 steps behind front sideline"
3.75,59.375,50,2,"S2, 1 steps outside 50 yard line, 6 steps behind front sideline"
3.75,60,50,1,"S1, On 50 yard line, 6 steps behind front sideline"
3.75,60.625,50,1,"S1, 1 steps outside 50 yard line, 6 steps behind front sideline"
3.75,61.25,50,1,"S1, 2 steps outside 50 yard line, 6 steps behind front sideline"
3.75,61.875,50,1,"S1, 3 steps outside 50 yard line, 6 steps behind front sideline"
3.75,62.5,50,1,"S1, 4 steps outside 50 yard line, 6 steps behind front sideline"
3.75,63.125,45,1,"S1, 3 steps inside 45 yard line, 6 steps behind front sideline"
3.75,63.75,45,1,"S1, 2 steps inside 45 yard line, 6 steps behind front sideline"
3.75,64.375,45,1,"S1, 1 steps inside 45 yard line, 6 steps behind front sideline"
3.75,65,45,1,"S1, On 45 yard line, 6 steps behind front sideline"
3.75,65.625,45,1,"S1, 1 steps outside 45 yard line, 6 steps behind front sideline"
3.75,66.25,45,1,"S1, 2 steps outside 45 yard line, 6 steps behind front sideline"
3.75,66.875,45,1,"S1, 3 steps outside 45 yard line, 6 steps behind front sideline"
3.75,67.5,45,1,"S1, 4 steps outside 45 yard line, 6 steps behind front sideline"
3.75,68.125,40,1,"S1, 3 steps inside 40 yard line, 6 steps behind front sideline"
3.75,68.75,40,1,"S1, 2 steps inside 40 yard line, 6 steps behind front sideline"
3.75,69.375,40,1,"S1, 1 steps inside 40 yard line, 6 steps behind front sideline"
3.75,70,40,1,"S1, On 40 yard line, 6 steps behind front sideline"
3.75,70.625,40,1,"S1, 1 steps outside 40 yard line, 6 steps behind front sideline"
3.75,71.25,40,1,"S1, 2 steps outside 40 yard line, 6 steps behind front sideline"
3.75,71.875,40,1,"S1, 3 steps outside 40 yard line, 6 steps behind front sideline"
3.75,72.5,40,1,"S1, 4 steps outside 40 yard line, 6 steps behind front sideline"
3.75,73.125,35,1,"S1, 3 steps inside 35 yard line, 6 steps behind front sideline"
3.75,73.75,35,1,"S1, 2 steps inside 35 yard line, 6 steps behind front sideline"
3.75,74.375,35,1,"S1, 1 steps inside 35 yard line, 6 steps behind front sideline"
3.75,75,35,1,"S1, On 35 yard line, 6 steps behind front sideline"
3.75,75.625,35,1,"S1, 1 steps outside 35 yard line, 6 steps behind front sideline"
3.75,76.25,35,1,"S1, 2 steps outside 35 yard line, 6 steps behind front sideline"
3.75,76.875,35,1,"S1, 3 steps outside 35 yard line, 6 steps behind front sideline"
3.75,77.5,35,1,"S1, 4 steps outside 35 yard line, 6 steps behind front sideline"
3.75,78.125,30,1,"S1, 3 steps inside 30 yard line, 6 steps behind front sideline"
3.75,78.75,30,1,"S1, 2 steps inside 30 yard line, 6 steps behind front sideline"
3.75,79.375,30,1,"S1, 1 steps inside 30 yard line, 6 steps behind front sideline"
3.75,80,30,1,"S1, On 30 yard line, 6 steps behind front sideline"
3.75,80.625,30,1,"S1, 1 steps outside 30 yard line, 6 steps behind front sideline"
3.75,81.25,30,1,"S1, 2 steps outside 30 yard line, 6 steps behind front sideline"
3.75,81.875,30,1,"S1, 3 steps outside 30 yard line, 6 steps behind front sideline"
3.75,82.5,30,1,"S1, 4 steps outside 30 yard line, 6 steps behind front sideline"
3.75,83.125,25,1,"S1, 3 steps inside 25 yard line, 6 steps behind front sideline"
3.75,83.75,25,1,"S1, 2 steps inside 25 yard line, 6 steps behind front sideline"
3.75,84.375,25,1,"S1, 1 steps inside 25 yard line, 6 steps behind front sideline"
3.75,85,25,1,"S1, On 25 yard line, 6 steps behind front sideline"
3.75,85.625,25,1,"S1, 1 steps outside 25 yard line, 6 steps behind front sideline"
3.75,86.25,25,1,"S1, 2 steps outside 25 yard line, 6 steps behind front sideline"
3.75,86.875,25,1,"S1, 3 steps outside 25 yard line, 6 steps behind front sideline"
3.75,87.5,25,1,"S1, 4 steps outside 25 yard line, 6 steps behind front sideline"
3.75,88.125,20,1,"S1, 3 steps inside 20 yard line, 6 steps behind front sideline"
3.75,88.75,20,1,"S1, 2 steps inside 20 yard line, 6 steps behind front sideline"
3.75,89.375,20,1,"S1, 1 steps inside 20 yard line, 6 steps behind front sideline"
3.75,90,20,1,"S1, On 20 yard line, 6 steps behind front sideline"
3.75,90.625,20,1,"S1, 1 steps outside 20 yard line, 6 steps behind front sideline"
3.75,91.25,20,1,"S1, 2 steps outside 20 yard line, 6 steps behind front sideline"
3.75,91.875,20,1,"S1, 3 steps outside 20 yard line, 6 steps behind front sideline"
3.75,92.5,20,1,"S1, 4 steps outside 20 yard line, 6 steps behind front sideline"
3.75,93.125,15,1,"S1, 3 steps inside 15 yard line, 6 steps behind front sideline"
3.75,93.75,15,1,"S1, 2 steps inside 15 yard line, 6 steps behind front sideline"
3.75,94.375,15,1,"S1, 1 steps inside 15 yard line, 6 steps behind front sideline"
3.75,95,15,1,"S1, On 15 yard line, 6 steps behind front sideline"
3.75,95.625,15,1,"S1, 1 steps outside 15 yard line, 6 steps behind front sideline"
3.75,96.25,15,1,"S1, 2 steps outside 15 yard line, 6 steps behind front sideline"
3.75,96.875,15,1,"S1, 3 steps outside 15 yard line, 6 steps behind front sideline"
